年月,信用卡產業別,信用卡詐欺型態,詐欺筆數,詐欺金額[新臺幣]
201605,行,偽卡,55,175515
201605,行,MOTO / EC,4381,5214038
201605,行,多刷帳單之詐欺,0,0
201605,行,其他,7,41878
201605,文教康樂,遺失卡,24,215894
201605,文教康樂,被竊卡,16,96865
201605,文教康樂,未達卡,1,4300
201605,文教康樂,冒用申請卡,3,9975
201605,文教康樂,偽卡,89,2278749
201605,文教康樂,MOTO / EC,15987,52022174
201605,文教康樂,多刷帳單之詐欺,2,6000
201605,文教康樂,其他,20,58973
201605,百貨,遺失卡,20,183429
201605,百貨,被竊卡,8,228083
201605,百貨,未達卡,1,9748
201605,百貨,冒用申請卡,0,0
201605,百貨,偽卡,61,1516571
201605,百貨,MOTO / EC,780,3891823
201605,百貨,多刷帳單之詐欺,0,0
201605,百貨,其他,4,81300
201605,其他,遺失卡,59,948383
201605,其他,被竊卡,13,72516
201605,其他,未達卡,3,16166
201605,其他,冒用申請卡,3,53321
201605,其他,偽卡,84,2558886
201605,其他,MOTO / EC,12204,44881940
201605,其他,多刷帳單之詐欺,0,0
201605,其他,其他,24,109083
201606,食,遺失卡,86,308775
201606,食,被竊卡,46,280390
201606,食,未達卡,8,36933
201606,食,冒用申請卡,1,695
201606,食,偽卡,242,1277237
201606,食,MOTO / EC,991,4154709
201606,食,多刷帳單之詐欺,0,0
201606,食,其他,9,82589
201606,衣,遺失卡,14,272442
201606,衣,被竊卡,7,40123
201606,衣,未達卡,3,3237
201606,衣,冒用申請卡,1,21561
201606,衣,偽卡,80,2212277
201606,衣,MOTO / EC,1157,12834452
201606,衣,多刷帳單之詐欺,0,0
201606,衣,其他,5,103666
201606,住,遺失卡,16,196933
201606,住,被竊卡,26,355758
201606,住,未達卡,1,4218
201606,住,冒用申請卡,7,6620
201606,住,偽卡,33,1004124
201606,住,MOTO / EC,601,7584192
201606,住,多刷帳單之詐欺,1,60121
201606,住,其他,14,64819
201606,行,遺失卡,58,130923
201606,行,被竊卡,43,58167
201606,行,未達卡,0,0
201606,行,冒用申請卡,2,1100
201606,行,偽卡,118,353090
201606,行,MOTO / EC,2697,8045179
201606,行,多刷帳單之詐欺,0,0
201606,行,其他,12,52646
201606,文教康樂,遺失卡,18,34679
201606,文教康樂,被竊卡,20,54349
201606,文教康樂,未達卡,2,40400
201606,文教康樂,冒用申請卡,1,54148
201606,文教康樂,偽卡,142,2436162
201606,文教康樂,MOTO / EC,21178,68632351
201606,文教康樂,多刷帳單之詐欺,0,0
201606,文教康樂,其他,11,34680
201606,百貨,遺失卡,14,211852
201606,百貨,被竊卡,18,249331
201606,百貨,未達卡,4,83980
201606,百貨,冒用申請卡,1,5356
201606,百貨,偽卡,74,1984068
201606,百貨,MOTO / EC,511,4082342
201606,百貨,多刷帳單之詐欺,1,2730
201606,百貨,其他,4,27222
201606,其他,遺失卡,41,599151
201606,其他,被竊卡,14,237898
201606,其他,未達卡,9,191504
201606,其他,冒用申請卡,17,21640
201606,其他,偽卡,175,6278734
201606,其他,MOTO / EC,12341,48658184
201606,其他,多刷帳單之詐欺,0,0
201606,其他,其他,32,291471
201607,食,遺失卡,166,773516
201607,食,被竊卡,118,279537
201607,食,未達卡,14,23135
201607,食,冒用申請卡,0,0
201607,食,偽卡,709,3397077
201607,食,MOTO / EC,778,3863460
201607,食,多刷帳單之詐欺,10,10876
201607,食,其他,7,12223
201607,衣,遺失卡,26,259072
201607,衣,被竊卡,2,5715
201607,衣,未達卡,0,0
201607,衣,冒用申請卡,3,43934
201607,衣,偽卡,97,1681339
201607,衣,MOTO / EC,935,9487865
201607,衣,多刷帳單之詐欺,3,26630
201607,衣,其他,7,49998
201607,住,遺失卡,27,435532
201607,住,被竊卡,8,116701
201607,住,未達卡,14,15437
201607,住,冒用申請卡,1,10944
201607,住,偽卡,88,2051002
201607,住,MOTO / EC,700,9474561
201607,住,多刷帳單之詐欺,2,21208
201607,住,其他,7,164068
201607,行,遺失卡,53,119601
201607,行,被竊卡,18,16363
201607,行,未達卡,17,8231
201607,行,冒用申請卡,20,15068
201607,行,偽卡,120,429395
201607,行,MOTO / EC,2418,13376242
201607,行,多刷帳單之詐欺,0,0
201607,行,其他,19,320357
201607,文教康樂,遺失卡,57,107603
201607,文教康樂,被竊卡,25,68764
201607,文教康樂,未達卡,1,923
201607,文教康樂,冒用申請卡,36,115864
201607,文教康樂,偽卡,136,2068452
201607,文教康樂,MOTO / EC,23197,74271465
201607,文教康樂,多刷帳單之詐欺,14,23566
201607,文教康樂,其他,68,196766
201607,百貨,遺失卡,18,298097
201607,百貨,被竊卡,10,149038
201607,百貨,未達卡,1,1265
201607,百貨,冒用申請卡,1,300
201607,百貨,偽卡,73,1626602
201607,百貨,MOTO / EC,504,4684530
201607,百貨,多刷帳單之詐欺,0,0
201607,百貨,其他,0,0
201607,其他,遺失卡,157,845882
201607,其他,被竊卡,37,646431
201607,其他,未達卡,2,5670
201607,其他,冒用申請卡,31,48242
201607,其他,偽卡,267,4119855
201607,其他,MOTO / EC,13688,54820309
201607,其他,多刷帳單之詐欺,16,94175
201607,其他,其他,88,505943
201608,食,遺失卡,138,599904
201608,食,被竊卡,44,375073
201608,食,未達卡,0,0
201608,食,冒用申請卡,2,3728
201608,食,偽卡,319,1897996
201608,食,MOTO / EC,490,2614359
201608,食,多刷帳單之詐欺,0,0
201608,食,其他,3,65000
201608,衣,遺失卡,14,83559
201608,衣,被竊卡,11,210520
201608,衣,未達卡,0,0
201608,衣,冒用申請卡,0,0
201608,衣,偽卡,64,985503
201608,衣,MOTO / EC,741,7664697
201608,衣,多刷帳單之詐欺,0,0
201608,衣,其他,3,24403
201608,住,遺失卡,21,214783
201608,住,被竊卡,5,119125
201608,住,未達卡,0,0
201608,住,冒用申請卡,0,0
201608,住,偽卡,38,1311116
201608,住,MOTO / EC,989,11285216
201608,住,多刷帳單之詐欺,1,44953
201608,住,其他,12,203033
201608,行,遺失卡,74,143302
201608,行,被竊卡,29,32981
201608,行,未達卡,0,0
201608,行,冒用申請卡,4,54687
201608,行,偽卡,58,230444
201608,行,MOTO / EC,2613,23329309
201608,行,多刷帳單之詐欺,1,2900
201608,行,其他,6,40412
201608,文教康樂,遺失卡,48,97157
201608,文教康樂,被竊卡,5,102630
201608,文教康樂,未達卡,0,0
201608,文教康樂,冒用申請卡,31,97206
201608,文教康樂,偽卡,42,419040
201608,文教康樂,MOTO / EC,14924,60214709
201608,文教康樂,多刷帳單之詐欺,0,0
201608,文教康樂,其他,13,38794
201608,百貨,遺失卡,12,324226
201608,百貨,被竊卡,14,278819
201608,百貨,未達卡,0,0
201608,百貨,冒用申請卡,1,844
201608,百貨,偽卡,63,1493681
201608,百貨,MOTO / EC,618,2223139
201608,百貨,多刷帳單之詐欺,0,0
201608,百貨,其他,0,0
201608,其他,遺失卡,70,908043
201608,其他,被竊卡,18,1351676
201608,其他,未達卡,0,0
201608,其他,冒用申請卡,64,104355
201608,其他,偽卡,112,3349359
201608,其他,MOTO / EC,15501,50070387
201608,其他,多刷帳單之詐欺,2,595
201608,其他,其他,20,104539
201609,食,遺失卡,103,347980
201609,食,被竊卡,29,152412
201609,食,未達卡,0,0
201609,食,冒用申請卡,6,10313
201609,食,偽卡,117,621168
201609,食,MOTO / EC,401,2799338
201609,食,多刷帳單之詐欺,0,0
201609,食,其他,13,12061
201609,衣,遺失卡,21,175651
201609,衣,被竊卡,13,114043
201609,衣,未達卡,0,0
201609,衣,冒用申請卡,1,12821
201609,衣,偽卡,39,500370
201609,衣,MOTO / EC,544,5427441
201609,衣,多刷帳單之詐欺,0,0
201609,衣,其他,2,6676
201609,住,遺失卡,25,142529
201609,住,被竊卡,8,17137
201609,住,未達卡,0,0
201609,住,冒用申請卡,1,2767
201609,住,偽卡,35,668073
201609,住,MOTO / EC,820,11771686
201609,住,多刷帳單之詐欺,0,0
201609,住,其他,7,27973
201609,行,遺失卡,51,274480
201609,行,被竊卡,28,63423
201609,行,未達卡,0,0
201609,行,冒用申請卡,2,1585
201609,行,偽卡,33,206704
201609,行,MOTO / EC,2032,14720521
201609,行,多刷帳單之詐欺,1,1290
201609,行,其他,30,103873
201609,文教康樂,遺失卡,21,46763
201609,文教康樂,被竊卡,11,62763
201609,文教康樂,未達卡,0,0
201609,文教康樂,冒用申請卡,59,292301
201609,文教康樂,偽卡,42,482992
201609,文教康樂,MOTO / EC,12114,39257973
201609,文教康樂,多刷帳單之詐欺,37,235939
201609,文教康樂,其他,20,277973
201609,百貨,遺失卡,20,199997
201609,百貨,被竊卡,1,10555
201609,百貨,未達卡,0,0
201609,百貨,冒用申請卡,2,3346
201609,百貨,偽卡,40,737007
201609,百貨,MOTO / EC,548,2079538
201609,百貨,多刷帳單之詐欺,3,131905
201609,百貨,其他,1,53
201609,其他,遺失卡,97,518449
201609,其他,被竊卡,32,231292
201609,其他,未達卡,0,0
201609,其他,冒用申請卡,10,25701
201609,其他,偽卡,106,1681561
201609,其他,MOTO / EC,11354,32306564
201609,其他,多刷帳單之詐欺,4,86085
201609,其他,其他,28,95467
201610,食,遺失卡,61,276780
201610,食,被竊卡,59,220910
201610,食,未達卡,0,0
201610,食,冒用申請卡,6,7211
201610,食,偽卡,166,2413869
201610,食,MOTO / EC,391,6266175
201610,食,多刷帳單之詐欺,1,1779
201610,食,其他,12,38260
201610,衣,遺失卡,12,228539
201610,衣,被竊卡,19,722544
201610,衣,未達卡,0,0
201610,衣,冒用申請卡,2,26013
201610,衣,偽卡,40,909718
201610,衣,MOTO / EC,621,6023095
201610,衣,多刷帳單之詐欺,0,0
201610,衣,其他,4,48735
201610,住,遺失卡,9,32751
201610,住,被竊卡,4,64908
201610,住,未達卡,0,0
201610,住,冒用申請卡,4,22051
201610,住,偽卡,23,936036
201610,住,MOTO / EC,754,12228677
201610,住,多刷帳單之詐欺,0,0
201610,住,其他,5,76365
201610,行,遺失卡,42,49786
201610,行,被竊卡,19,43303
201610,行,未達卡,0,0
201610,行,冒用申請卡,18,49160
201610,行,偽卡,129,989917
201610,行,MOTO / EC,1652,12964167
201610,行,多刷帳單之詐欺,3,78816
201610,行,其他,8,48117
201610,文教康樂,遺失卡,45,235715
201610,文教康樂,被竊卡,24,158545
201610,文教康樂,未達卡,0,0
201610,文教康樂,冒用申請卡,95,177190
201610,文教康樂,偽卡,40,1121203
201610,文教康樂,MOTO / EC,11033,31541730
201610,文教康樂,多刷帳單之詐欺,4,88647
201610,文教康樂,其他,24,365912
201610,百貨,遺失卡,5,19851
201610,百貨,被竊卡,1,3642
201610,百貨,未達卡,0,0
201610,百貨,冒用申請卡,0,0
201610,百貨,偽卡,41,1239602
201610,百貨,MOTO / EC,391,2166112
201610,百貨,多刷帳單之詐欺,0,0
201610,百貨,其他,3,42244
201610,其他,遺失卡,88,738211
201610,其他,被竊卡,39,756810
201610,其他,未達卡,1,34500
201610,其他,冒用申請卡,35,88208
201610,其他,偽卡,127,3200644
201610,其他,MOTO / EC,8333,29465612
201610,其他,多刷帳單之詐欺,3,52065
201610,其他,其他,33,174080
201611,食,遺失卡,118,357491
201611,食,被竊卡,62,290830
201611,食,未達卡,8,54631
201611,食,冒用申請卡,8,46635
201611,食,偽卡,151,697051
201611,食,MOTO / EC,407,1925905
201611,食,多刷帳單之詐欺,1,55
201611,食,其他,16,624541
201611,衣,遺失卡,15,170650
201611,衣,被竊卡,12,135262
201611,衣,未達卡,2,5286
201611,衣,冒用申請卡,3,29567
201611,衣,偽卡,47,946702
201611,衣,MOTO / EC,849,10715725
201611,衣,多刷帳單之詐欺,4,57087
201611,衣,其他,5,2319
201611,住,遺失卡,34,578173
201611,住,被竊卡,10,210007
201611,住,未達卡,2,19568
201611,住,冒用申請卡,2,7321
201611,住,偽卡,23,556144
201611,住,MOTO / EC,953,17515940
201611,住,多刷帳單之詐欺,1,4793
201611,住,其他,2,5840
201611,行,遺失卡,129,68036
201611,行,被竊卡,19,40965
201611,行,未達卡,9,5090
201611,行,冒用申請卡,4,7993
201611,行,偽卡,73,123189
201611,行,MOTO / EC,2188,20198722
201611,行,多刷帳單之詐欺,0,0
201611,行,其他,5,6534
201611,文教康樂,遺失卡,20,262380
201611,文教康樂,被竊卡,27,240779
201611,文教康樂,未達卡,1,5460
201611,文教康樂,冒用申請卡,43,139435
201611,文教康樂,偽卡,31,408066
201611,文教康樂,MOTO / EC,21075,57100190
201611,文教康樂,多刷帳單之詐欺,16,190517
201611,文教康樂,其他,58,226675
201611,百貨,遺失卡,13,147911
201611,百貨,被竊卡,4,82910
201611,百貨,未達卡,0,0
201611,百貨,冒用申請卡,1,5970
201611,百貨,偽卡,38,1187965
201611,百貨,MOTO / EC,580,2769316
201611,百貨,多刷帳單之詐欺,3,43723
201611,百貨,其他,4,159724
201611,其他,遺失卡,80,997052
201611,其他,被竊卡,27,338398
201611,其他,未達卡,14,236678
201611,其他,冒用申請卡,26,59616
201611,其他,偽卡,98,2632373
201611,其他,MOTO / EC,11682,39986631
201611,其他,多刷帳單之詐欺,0,0
201611,其他,其他,38,299476
201612,食,遺失卡,145,612498
201612,食,被竊卡,19,161142
201612,食,未達卡,0,0
201612,食,冒用申請卡,3,82207
201612,食,偽卡,119,842704
201612,食,MOTO / EC,427,2565197
201612,食,多刷帳單之詐欺,1,12828
201612,食,其他,10,32243
201612,衣,遺失卡,16,319390
201612,衣,被竊卡,3,8981
201612,衣,未達卡,0,0
201612,衣,冒用申請卡,3,19162
201612,衣,偽卡,52,1153104
201612,衣,MOTO / EC,902,8884246
201612,衣,多刷帳單之詐欺,0,0
201612,衣,其他,2,11866
201612,住,遺失卡,16,287209
201612,住,被竊卡,3,2680
201612,住,未達卡,0,0
201612,住,冒用申請卡,0,0
201612,住,偽卡,52,1491283
201612,住,MOTO / EC,1041,24389644
201612,住,多刷帳單之詐欺,0,0
201612,住,其他,8,192716
201612,行,遺失卡,71,116482
201612,行,被竊卡,5,5843
201612,行,未達卡,0,0
201612,行,冒用申請卡,0,0
201612,行,偽卡,30,78866
201612,行,MOTO / EC,2756,21417010
201612,行,多刷帳單之詐欺,0,0
201612,行,其他,3,1786
201612,文教康樂,遺失卡,55,472391
201612,文教康樂,被竊卡,15,45938
201612,文教康樂,未達卡,0,0
201612,文教康樂,冒用申請卡,53,147898
201612,文教康樂,偽卡,34,438212
201612,文教康樂,MOTO / EC,31407,77599270
201612,文教康樂,多刷帳單之詐欺,0,0
201612,文教康樂,其他,15,52124
201612,百貨,遺失卡,13,298012
201612,百貨,被竊卡,14,180306
201612,百貨,未達卡,0,0
201612,百貨,冒用申請卡,4,11663
201612,百貨,偽卡,35,1188943
201612,百貨,MOTO / EC,409,2824489
201612,百貨,多刷帳單之詐欺,0,0
201612,百貨,其他,2,4297
201612,其他,遺失卡,73,560244
201612,其他,被竊卡,24,519328
201612,其他,未達卡,0,0
201612,其他,冒用申請卡,54,61746
201612,其他,偽卡,108,1883172
201612,其他,MOTO / EC,12416,42788535
201612,其他,多刷帳單之詐欺,0,0
201612,其他,其他,43,129055
201701,食,遺失卡,91,356491
201701,食,被竊卡,17,95622
201701,食,未達卡,38,165135
201701,食,冒用申請卡,2,2408
201701,食,偽卡,283,1821925
201701,食,MOTO / EC,461,2530897
201701,食,多刷帳單之詐欺,0,0
201701,食,其他,3,8838
201701,衣,遺失卡,7,58536
201701,衣,被竊卡,4,14351
201701,衣,未達卡,1,586
201701,衣,冒用申請卡,0,0
201701,衣,偽卡,52,1131992
201701,衣,MOTO / EC,923,8809542
201701,衣,多刷帳單之詐欺,0,0
201701,衣,其他,6,98339
201701,住,遺失卡,13,171460
201701,住,被竊卡,3,90700
201701,住,未達卡,1,3690
201701,住,冒用申請卡,0,0
201701,住,偽卡,97,2213168
201701,住,MOTO / EC,984,19787301
201701,住,多刷帳單之詐欺,0,0
201701,住,其他,8,78725
201701,行,遺失卡,48,30352
201701,行,被竊卡,9,16259
201701,行,未達卡,15,7723
201701,行,冒用申請卡,18,14514
201701,行,偽卡,61,299678
201701,行,MOTO / EC,2124,15795861
201701,行,多刷帳單之詐欺,0,0
201701,行,其他,0,0
201701,文教康樂,遺失卡,23,133998
201701,文教康樂,被竊卡,5,20469
201701,文教康樂,未達卡,4,13473
201701,文教康樂,冒用申請卡,68,239887
201701,文教康樂,偽卡,32,365016
201701,文教康樂,MOTO / EC,20366,45132950
201701,文教康樂,多刷帳單之詐欺,16,97624
201701,文教康樂,其他,21,52307
201701,百貨,遺失卡,21,236331
201701,百貨,被竊卡,16,181061
201701,百貨,未達卡,0,0
201701,百貨,冒用申請卡,0,0
201701,百貨,偽卡,40,654821
201701,百貨,MOTO / EC,403,3135000
201701,百貨,多刷帳單之詐欺,4,150048
201701,百貨,其他,3,59651
201701,其他,遺失卡,44,667265
201701,其他,被竊卡,26,277671
201701,其他,未達卡,14,315052
201701,其他,冒用申請卡,22,166959
201701,其他,偽卡,96,1187565
201701,其他,MOTO / EC,12348,33508316
201701,其他,多刷帳單之詐欺,0,0
201701,其他,其他,9,26749
201702,食,遺失卡,98,354375
201702,食,被竊卡,56,444791
201702,食,未達卡,0,0
201702,食,冒用申請卡,5,11765
201702,食,偽卡,282,1842899
201702,食,MOTO / EC,561,2308319
201702,食,多刷帳單之詐欺,0,0
201702,食,其他,4,18651
201702,衣,遺失卡,29,129027
201702,衣,被竊卡,14,194886
201702,衣,未達卡,0,0
201702,衣,冒用申請卡,0,0
201702,衣,偽卡,39,636994
201702,衣,MOTO / EC,761,11083270
201702,衣,多刷帳單之詐欺,5,28120
201702,衣,其他,1,6244
201702,住,遺失卡,17,291450
201702,住,被竊卡,10,108021
201702,住,未達卡,0,0
201702,住,冒用申請卡,3,26958
201702,住,偽卡,28,791099
201702,住,MOTO / EC,1264,19743689
201702,住,多刷帳單之詐欺,1,12989
201702,住,其他,13,128471
201702,行,遺失卡,50,84491
201702,行,被竊卡,27,38259
201702,行,未達卡,0,0
201702,行,冒用申請卡,12,7974
201702,行,偽卡,70,266096
201702,行,MOTO / EC,2649,14678054
201702,行,多刷帳單之詐欺,0,0
201702,行,其他,38,14062
201702,文教康樂,遺失卡,62,75880
201702,文教康樂,被竊卡,4,65542
201702,文教康樂,未達卡,0,0
201702,文教康樂,冒用申請卡,37,12885
201702,文教康樂,偽卡,39,532125
201702,文教康樂,MOTO / EC,15836,32031900
201702,文教康樂,多刷帳單之詐欺,24,46878
201702,文教康樂,其他,38,76427
201702,百貨,遺失卡,23,420244
201702,百貨,被竊卡,8,194394
201702,百貨,未達卡,0,0
201702,百貨,冒用申請卡,0,0
201702,百貨,偽卡,43,881695
201702,百貨,MOTO / EC,272,1840023
201702,百貨,多刷帳單之詐欺,0,0
201702,百貨,其他,2,3969
201702,其他,遺失卡,86,395767
201702,其他,被竊卡,31,476492
201702,其他,未達卡,0,0
201702,其他,冒用申請卡,12,65440
201702,其他,偽卡,98,981819
201702,其他,MOTO / EC,12810,29997373
201702,其他,多刷帳單之詐欺,7,25659
201702,其他,其他,22,219612
201703,食,遺失卡,137,374966
201703,食,被竊卡,24,162877
201703,食,未達卡,0,0
201703,食,冒用申請卡,0,0
201703,食,偽卡,105,645192
201703,食,MOTO / EC,647,2907116
201703,食,多刷帳單之詐欺,0,0
201703,食,其他,8,162185
201703,衣,遺失卡,28,176511
201703,衣,被竊卡,8,235004
201703,衣,未達卡,0,0
201703,衣,冒用申請卡,0,0
201703,衣,偽卡,17,135123
201703,衣,MOTO / EC,1025,9944936
201703,衣,多刷帳單之詐欺,0,0
201703,衣,其他,1,5766
201703,住,遺失卡,21,280255
201703,住,被竊卡,7,90325
201703,住,未達卡,0,0
201703,住,冒用申請卡,4,20495
201703,住,偽卡,35,867575
201703,住,MOTO / EC,2301,34225927
201703,住,多刷帳單之詐欺,0,0
201703,住,其他,5,91331
201703,行,遺失卡,61,48002
201703,行,被竊卡,13,12760
201703,行,未達卡,0,0
201703,行,冒用申請卡,23,57802
201703,行,偽卡,53,212976
201703,行,MOTO / EC,4864,15736535
201703,行,多刷帳單之詐欺,0,0
201703,行,其他,13,25517
201703,文教康樂,遺失卡,52,401549
201703,文教康樂,被竊卡,4,14170
201703,文教康樂,未達卡,0,0
201703,文教康樂,冒用申請卡,60,17336
201703,文教康樂,偽卡,27,426916
201703,文教康樂,MOTO / EC,18404,44428718
201703,文教康樂,多刷帳單之詐欺,0,0
201703,文教康樂,其他,14,86297
201703,百貨,遺失卡,37,685970
201703,百貨,被竊卡,9,134962
201703,百貨,未達卡,0,0
201703,百貨,冒用申請卡,0,0
201703,百貨,偽卡,50,644520
201703,百貨,MOTO / EC,443,2836817
201703,百貨,多刷帳單之詐欺,0,0
201703,百貨,其他,0,0
201703,其他,遺失卡,100,988243
201703,其他,被竊卡,20,316122
201703,其他,未達卡,0,0
201703,其他,冒用申請卡,17,10539
201703,其他,偽卡,95,3140372
201703,其他,MOTO / EC,15599,42553013
201703,其他,多刷帳單之詐欺,0,0
201703,其他,其他,28,73347
201704,食,遺失卡,110,284609
201704,食,被竊卡,22,58804
201704,食,未達卡,0,0
201704,食,冒用申請卡,0,0
201704,食,偽卡,68,360712
201704,食,MOTO / EC,487,2542865
201704,食,多刷帳單之詐欺,0,0
201704,食,其他,28,62411
201704,衣,遺失卡,20,172636
201704,衣,被竊卡,12,167198
201704,衣,未達卡,0,0
201704,衣,冒用申請卡,0,0
201704,衣,偽卡,10,103321
201704,衣,MOTO / EC,780,8439137
201704,衣,多刷帳單之詐欺,0,0
201704,衣,其他,3,7622
201704,住,遺失卡,20,387256
201704,住,被竊卡,6,108187
201704,住,未達卡,0,0
201704,住,冒用申請卡,0,0
201704,住,偽卡,57,630302
201704,住,MOTO / EC,2287,34529572
201704,住,多刷帳單之詐欺,0,0
201704,住,其他,17,66385
201704,行,遺失卡,53,61333
201704,行,被竊卡,25,40549
201704,行,未達卡,0,0
201704,行,冒用申請卡,0,0
201704,行,偽卡,30,67855
201704,行,MOTO / EC,2269,10949454
201704,行,多刷帳單之詐欺,0,0
201704,行,其他,15,70723
201704,文教康樂,遺失卡,99,97166
201704,文教康樂,被竊卡,12,140898
201704,文教康樂,未達卡,0,0
201704,文教康樂,冒用申請卡,0,0
201704,文教康樂,偽卡,7,131991
201704,文教康樂,MOTO / EC,11884,36615927
201704,文教康樂,多刷帳單之詐欺,0,0
201704,文教康樂,其他,44,79573
201704,百貨,遺失卡,48,1214143
201704,百貨,被竊卡,10,424813
201704,百貨,未達卡,0,0
201704,百貨,冒用申請卡,0,0
201704,百貨,偽卡,10,105321
201704,百貨,MOTO / EC,243,1474454
201704,百貨,多刷帳單之詐欺,0,0
201704,百貨,其他,3,5086
201704,其他,遺失卡,43,776282
201704,其他,被竊卡,31,263983
201704,其他,未達卡,1,1317
201704,其他,冒用申請卡,1,25213
201704,其他,偽卡,145,2186906
201704,其他,MOTO / EC,12972,34569037
201704,其他,多刷帳單之詐欺,0,0
201704,其他,其他,76,379083
201705,食,遺失卡,138,465811
201705,食,被竊卡,87,169636
201705,食,未達卡,0,0
201705,食,冒用申請卡,18,23992
201705,食,偽卡,48,178454
201705,食,MOTO / EC,498,3074672
201705,食,多刷帳單之詐欺,1,7048
201705,食,其他,10,27634
201705,衣,遺失卡,19,70187
201705,衣,被竊卡,11,44032
201705,衣,未達卡,0,0
201705,衣,冒用申請卡,5,11044
201705,衣,偽卡,19,336731
201705,衣,MOTO / EC,866,8272778
201705,衣,多刷帳單之詐欺,0,0
201705,衣,其他,2,5584
201705,住,遺失卡,40,1046695
201705,住,被竊卡,24,246192
201705,住,未達卡,0,0
201705,住,冒用申請卡,2,19220
201705,住,偽卡,26,771091
201705,住,MOTO / EC,3380,53585534
201705,住,多刷帳單之詐欺,0,0
201705,住,其他,9,66010
201705,行,遺失卡,47,84547
201705,行,被竊卡,18,26745
201705,行,未達卡,0,0
201705,行,冒用申請卡,7,9887
201705,行,偽卡,38,110573
201705,行,MOTO / EC,1675,13131919
201705,行,多刷帳單之詐欺,0,0
201705,行,其他,7,65952
201705,文教康樂,遺失卡,43,122873
201705,文教康樂,被竊卡,7,25118
201705,文教康樂,未達卡,0,0
201705,文教康樂,冒用申請卡,44,76825
201705,文教康樂,偽卡,22,603276
201705,文教康樂,MOTO / EC,19542,38764593
201705,文教康樂,多刷帳單之詐欺,0,0
201705,文教康樂,其他,27,95600
201705,百貨,遺失卡,12,125627
201705,百貨,被竊卡,10,230459
201705,百貨,未達卡,0,0
201705,百貨,冒用申請卡,13,48358
201705,百貨,偽卡,23,482091
201705,百貨,MOTO / EC,212,1284810
201705,百貨,多刷帳單之詐欺,0,0
201705,百貨,其他,1,9160
201705,其他,遺失卡,91,850708
201705,其他,被竊卡,20,403115
201705,其他,未達卡,0,0
201705,其他,冒用申請卡,19,97474
201705,其他,偽卡,80,1728359
201705,其他,MOTO / EC,14906,34526008
201705,其他,多刷帳單之詐欺,0,0
201705,其他,其他,61,205694
201706,食,遺失卡,81,178723
201706,食,被竊卡,76,332570
201706,食,未達卡,0,0
201706,食,冒用申請卡,0,0
201706,食,偽卡,97,330647
201706,食,MOTO / EC,907,3605149
201706,食,多刷帳單之詐欺,1,2272
201706,食,其他,57,103957
201706,衣,遺失卡,13,55612
201706,衣,被竊卡,16,206866
201706,衣,未達卡,0,0
201706,衣,冒用申請卡,0,0
201706,衣,偽卡,35,199873
201706,衣,MOTO / EC,1131,9207766
201706,衣,多刷帳單之詐欺,1,8670
201706,衣,其他,2,53982
201706,住,遺失卡,15,346257
201706,住,被竊卡,29,352928
201706,住,未達卡,0,0
201706,住,冒用申請卡,16,174857
201706,住,偽卡,39,832810
201706,住,MOTO / EC,3694,58481837
201706,住,多刷帳單之詐欺,2,57120
201706,住,其他,5,108282
201706,行,遺失卡,48,60413
201706,行,被竊卡,27,25291
201706,行,未達卡,0,0
201706,行,冒用申請卡,9,7511
201706,行,偽卡,49,301600
201706,行,MOTO / EC,1830,14913562
201706,行,多刷帳單之詐欺,0,0
201706,行,其他,11,124985
201706,文教康樂,遺失卡,72,265688
201706,文教康樂,被竊卡,21,70784
201706,文教康樂,未達卡,0,0
201706,文教康樂,冒用申請卡,34,63428
201706,文教康樂,偽卡,47,708512
201706,文教康樂,MOTO / EC,14678,39368498
201706,文教康樂,多刷帳單之詐欺,0,0
201706,文教康樂,其他,35,45315
201706,百貨,遺失卡,33,761815
201706,百貨,被竊卡,16,308809
201706,百貨,未達卡,0,0
201706,百貨,冒用申請卡,0,0
201706,百貨,偽卡,21,239063
201706,百貨,MOTO / EC,257,1770147
201706,百貨,多刷帳單之詐欺,1,4290
201706,百貨,其他,2,4126
201706,其他,遺失卡,135,828362
201706,其他,被竊卡,30,738054
201706,其他,未達卡,0,0
201706,其他,冒用申請卡,24,29134
201706,其他,偽卡,109,1119847
201706,其他,MOTO / EC,15679,44172809
201706,其他,多刷帳單之詐欺,0,0
201706,其他,其他,12,169601
201707,食,遺失卡,84,496911
201707,食,被竊卡,44,61084
201707,食,未達卡,0,0
201707,食,冒用申請卡,1,8745
201707,食,偽卡,58,555016
201707,食,MOTO / EC,505,2348424
201707,食,多刷帳單之詐欺,0,0
201707,食,其他,8,44651
201707,衣,遺失卡,7,110039
201707,衣,被竊卡,12,53950
201707,衣,未達卡,0,0
201707,衣,冒用申請卡,0,0
201707,衣,偽卡,22,337006
201707,衣,MOTO / EC,558,7243890
201707,衣,多刷帳單之詐欺,1,1048
201707,衣,其他,1,9070
201707,住,遺失卡,20,187762
201707,住,被竊卡,17,120558
201707,住,未達卡,0,0
201707,住,冒用申請卡,1,9447
201707,住,偽卡,13,377292
201707,住,MOTO / EC,1959,23747716
201707,住,多刷帳單之詐欺,0,0
201707,住,其他,10,212343
201707,行,遺失卡,34,155937
201707,行,被竊卡,30,125972
201707,行,未達卡,0,0
201707,行,冒用申請卡,4,42279
