年月,信用卡產業別,信用卡詐欺型態,詐欺筆數,詐欺金額[新臺幣]
202207,文教康樂,其他,11,15261
202207,百貨,遺失卡,69,490846
202207,百貨,被竊卡,13,266328
202207,百貨,未達卡,0,0
202207,百貨,冒用申請卡,6,3357
202207,百貨,偽卡,8,14954
202207,百貨,MOTO / EC,1356,10289255
202207,百貨,其他,2,125069
202207,其他,遺失卡,19,184994
202207,其他,被竊卡,3,72348
202207,其他,未達卡,0,0
202207,其他,冒用申請卡,0,0
202207,其他,偽卡,0,0
202207,其他,MOTO / EC,8741,42233059
202207,其他,其他,3,56633
202208,食,遺失卡,109,250373
202208,食,被竊卡,15,74759
202208,食,未達卡,0,0
202208,食,冒用申請卡,0,0
202208,食,偽卡,2,554
202208,食,MOTO / EC,2212,4140377
202208,食,其他,25,15339
202208,衣,遺失卡,6,96805
202208,衣,被竊卡,5,36255
202208,衣,未達卡,0,0
202208,衣,冒用申請卡,0,0
202208,衣,偽卡,0,0
202208,衣,MOTO / EC,373,5419211
202208,衣,其他,1,2115
202208,住,遺失卡,11,29855
202208,住,被竊卡,0,0
202208,住,未達卡,0,0
202208,住,冒用申請卡,0,0
202208,住,偽卡,0,0
202208,住,MOTO / EC,679,22009484
202208,住,其他,0,0
202208,行,遺失卡,32,35229
202208,行,被竊卡,2,1580
202208,行,未達卡,0,0
202208,行,冒用申請卡,0,0
202208,行,偽卡,1,583
202208,行,MOTO / EC,1682,11823093
202208,行,其他,6,74223
202208,文教康樂,遺失卡,160,396735
202208,文教康樂,被竊卡,6,46255
202208,文教康樂,未達卡,1,50528
202208,文教康樂,冒用申請卡,0,0
202208,文教康樂,偽卡,0,0
202208,文教康樂,MOTO / EC,25995,72079508
202208,文教康樂,其他,57,30223
202208,百貨,遺失卡,87,446811
202208,百貨,被竊卡,19,350976
202208,百貨,未達卡,0,0
202208,百貨,冒用申請卡,0,0
202208,百貨,偽卡,5,29310
202208,百貨,MOTO / EC,664,4504073
202208,百貨,其他,17,63710
202208,其他,遺失卡,69,511904
202208,其他,被竊卡,11,42351
202208,其他,未達卡,0,0
202208,其他,冒用申請卡,0,0
202208,其他,偽卡,49,196024
202208,其他,MOTO / EC,7403,38233316
202208,其他,其他,20,265871
202209,食,遺失卡,231,410901
202209,食,被竊卡,19,33774
202209,食,未達卡,0,0
202209,食,冒用申請卡,0,0
202209,食,偽卡,1,485
202209,食,MOTO / EC,1363,3586198
202209,食,其他,33,50084
202209,衣,遺失卡,32,61167
202209,衣,被竊卡,4,13168
202209,衣,未達卡,0,0
202209,衣,冒用申請卡,1,10000
202209,衣,偽卡,0,0
202209,衣,MOTO / EC,381,5240374
202209,衣,其他,0,0
202209,住,遺失卡,24,154281
202209,住,被竊卡,0,0
202209,住,未達卡,0,0
202209,住,冒用申請卡,0,0
202209,住,偽卡,8,77286
202209,住,MOTO / EC,983,28680254
202209,住,其他,2,137793
202209,行,遺失卡,43,200029
202209,行,被竊卡,18,30569
202209,行,未達卡,0,0
202209,行,冒用申請卡,0,0
202209,行,偽卡,3,38321
202209,行,MOTO / EC,1229,17908011
202209,行,其他,7,9438
202209,文教康樂,遺失卡,103,184386
202209,文教康樂,被竊卡,5,70726
202209,文教康樂,未達卡,0,0
202209,文教康樂,冒用申請卡,3,2720
202209,文教康樂,偽卡,0,0
202209,文教康樂,MOTO / EC,32840,74201301
202209,文教康樂,其他,46,43084
202209,百貨,遺失卡,95,215169
202209,百貨,被竊卡,30,136902
202209,百貨,未達卡,0,0
202209,百貨,冒用申請卡,0,0
202209,百貨,偽卡,0,0
202209,百貨,MOTO / EC,454,4339984
202209,百貨,其他,10,27268
202209,其他,遺失卡,50,449288
202209,其他,被竊卡,24,248356
202209,其他,未達卡,0,0
202209,其他,冒用申請卡,6,57000
202209,其他,偽卡,0,0
202209,其他,MOTO / EC,8715,59116091
202209,其他,其他,0,0
202210,食,遺失卡,103,233537
202210,食,被竊卡,17,50481
202210,食,未達卡,0,0
202210,食,冒用申請卡,0,0
202210,食,偽卡,0,0
202210,食,MOTO / EC,1462,4650615
202210,食,其他,9,2597
202210,衣,遺失卡,9,42459
202210,衣,被竊卡,6,13832
202210,衣,未達卡,0,0
202210,衣,冒用申請卡,0,0
202210,衣,偽卡,0,0
202210,衣,MOTO / EC,407,6523177
202210,衣,其他,2,9352
202210,住,遺失卡,35,297854
202210,住,被竊卡,4,94220
202210,住,未達卡,0,0
202210,住,冒用申請卡,0,0
202210,住,偽卡,0,0
202210,住,MOTO / EC,1109,16714146
202210,住,其他,1,30700
202210,行,遺失卡,184,123749
202210,行,被竊卡,11,11770
202210,行,未達卡,0,0
202210,行,冒用申請卡,0,0
202210,行,偽卡,0,0
202210,行,MOTO / EC,1642,34071668
202210,行,其他,2,450
202210,文教康樂,遺失卡,51,83872
202210,文教康樂,被竊卡,6,98067
202210,文教康樂,未達卡,0,0
202210,文教康樂,冒用申請卡,0,0
202210,文教康樂,偽卡,8,6863
202210,文教康樂,MOTO / EC,29020,66147577
202210,文教康樂,其他,7,47670
202210,百貨,遺失卡,58,316195
202210,百貨,被竊卡,43,313024
202210,百貨,未達卡,0,0
202210,百貨,冒用申請卡,0,0
202210,百貨,偽卡,1,2312
202210,百貨,MOTO / EC,652,4058568
202210,百貨,其他,6,17979
202210,其他,遺失卡,36,404951
202210,其他,被竊卡,10,172113
202210,其他,未達卡,0,0
202210,其他,冒用申請卡,0,0
202210,其他,偽卡,1,7490
202210,其他,MOTO / EC,9917,67139758
202210,其他,其他,24,66462
202211,食,遺失卡,156,320220
202211,食,被竊卡,37,1040441
202211,食,未達卡,0,0
202211,食,冒用申請卡,0,0
202211,食,偽卡,5,3092
202211,食,MOTO / EC,1526,3431429
202211,食,其他,16,158032
202211,衣,遺失卡,13,98492
202211,衣,被竊卡,0,0
202211,衣,未達卡,0,0
202211,衣,冒用申請卡,0,0
202211,衣,偽卡,2,112
202211,衣,MOTO / EC,1022,15384756
202211,衣,其他,0,0
202211,住,遺失卡,19,286205
202211,住,被竊卡,4,179097
202211,住,未達卡,0,0
202211,住,冒用申請卡,0,0
202211,住,偽卡,1,38496
202211,住,MOTO / EC,896,18679852
202211,住,其他,6,90766
202211,行,遺失卡,50,93815
202211,行,被竊卡,23,24089
202211,行,未達卡,0,0
202211,行,冒用申請卡,0,0
202211,行,偽卡,0,0
202211,行,MOTO / EC,2064,27212759
202211,行,其他,3,1284
202211,文教康樂,遺失卡,63,240662
202211,文教康樂,被竊卡,5,15612
202211,文教康樂,未達卡,0,0
202211,文教康樂,冒用申請卡,0,0
202211,文教康樂,偽卡,1,31412
202211,文教康樂,MOTO / EC,24952,60375823
202211,文教康樂,其他,10,93115
202211,百貨,遺失卡,68,366683
202211,百貨,被竊卡,7,20718
202211,百貨,未達卡,0,0
202211,百貨,冒用申請卡,0,0
202211,百貨,偽卡,14,20840
202211,百貨,MOTO / EC,1076,12007289
202211,百貨,其他,8,380380
202211,其他,遺失卡,33,437996
202211,其他,被竊卡,8,161613
202211,其他,未達卡,0,0
202211,其他,冒用申請卡,0,0
202211,其他,偽卡,4,12100
202211,其他,MOTO / EC,11035,77862756
202211,其他,其他,17,77586
202212,食,遺失卡,161,337067
202212,食,被竊卡,28,44154
202212,食,未達卡,0,0
202212,食,冒用申請卡,0,0
202212,食,偽卡,6,3306
202212,食,MOTO / EC,2440,8346355
202212,食,其他,15,8717
202212,衣,遺失卡,28,412085
202212,衣,被竊卡,3,63737
202212,衣,未達卡,0,0
202212,衣,冒用申請卡,0,0
202212,衣,偽卡,2,40516
202212,衣,MOTO / EC,1352,20379952
202212,衣,其他,3,7282
202212,住,遺失卡,21,560896
202212,住,被竊卡,17,338292
202212,住,未達卡,0,0
202212,住,冒用申請卡,0,0
202212,住,偽卡,0,0
202212,住,MOTO / EC,914,23568657
202212,住,其他,3,10009
202212,行,遺失卡,87,140237
202212,行,被竊卡,11,22244
202212,行,未達卡,0,0
202212,行,冒用申請卡,0,0
202212,行,偽卡,27,130097
202212,行,MOTO / EC,3039,30779341
202212,行,其他,5,50894
202212,文教康樂,遺失卡,109,270476
202212,文教康樂,被竊卡,2,26841
202212,文教康樂,未達卡,0,0
202212,文教康樂,冒用申請卡,0,0
202212,文教康樂,偽卡,2,13097
202212,文教康樂,MOTO / EC,19710,52309413
202212,文教康樂,其他,13,192172
202212,百貨,遺失卡,78,424631
202212,百貨,被竊卡,6,23788
202212,百貨,未達卡,0,0
202212,百貨,冒用申請卡,0,0
202212,百貨,偽卡,3,861
202212,百貨,MOTO / EC,1708,10199477
202212,百貨,其他,28,26910
202212,其他,遺失卡,44,693009
202212,其他,被竊卡,19,209938
202212,其他,未達卡,0,0
202212,其他,冒用申請卡,0,0
202212,其他,偽卡,8,31504
202212,其他,MOTO / EC,12251,83965761
202212,其他,其他,4,66762
202301,食,遺失卡,120,296162
202301,食,被竊卡,3,3257
202301,食,未達卡,0,0
202301,食,冒用申請卡,0,0
202301,食,偽卡,1,873
202301,食,MOTO / EC,1665,5897252
202301,食,其他,6,7480
202301,衣,遺失卡,7,75088
202301,衣,被竊卡,0,0
202301,衣,未達卡,0,0
202301,衣,冒用申請卡,0,0
202301,衣,偽卡,0,0
202301,衣,MOTO / EC,532,7016642
202301,衣,其他,0,0
202301,住,遺失卡,13,251157
202301,住,被竊卡,2,40231
202301,住,未達卡,0,0
202301,住,冒用申請卡,0,0
202301,住,偽卡,0,0
202301,住,MOTO / EC,1164,32663586
202301,住,其他,1,49480
202301,行,遺失卡,23,10327
202301,行,被竊卡,0,0
202301,行,未達卡,0,0
202301,行,冒用申請卡,2,646
202301,行,偽卡,26,34384
202301,行,MOTO / EC,1843,26148361
202301,行,其他,0,0
202301,文教康樂,遺失卡,42,85048
202301,文教康樂,被竊卡,7,1475
202301,文教康樂,未達卡,0,0
202301,文教康樂,冒用申請卡,22,5260
202301,文教康樂,偽卡,0,0
202301,文教康樂,MOTO / EC,14720,43788104
202301,文教康樂,其他,3,1072
202301,百貨,遺失卡,33,363599
202301,百貨,被竊卡,9,116755
202301,百貨,未達卡,0,0
202301,百貨,冒用申請卡,0,0
202301,百貨,偽卡,16,23660
202301,百貨,MOTO / EC,880,6033912
202301,百貨,其他,4,18004
202301,其他,遺失卡,40,1004284
202301,其他,被竊卡,6,84868
202301,其他,未達卡,0,0
202301,其他,冒用申請卡,0,0
202301,其他,偽卡,0,0
202301,其他,MOTO / EC,11050,88973456
202301,其他,其他,5,2044
202302,食,遺失卡,143,836049
202302,食,被竊卡,31,285597
202302,食,未達卡,1,1000
202302,食,冒用申請卡,0,0
202302,食,偽卡,13,2286
202302,食,MOTO / EC,1806,7064455
202302,食,其他,29,61345
202302,衣,遺失卡,10,361917
202302,衣,被竊卡,11,194567
202302,衣,未達卡,0,0
202302,衣,冒用申請卡,0,0
202302,衣,偽卡,0,0
202302,衣,MOTO / EC,1499,16610687
202302,衣,其他,4,171296
202302,住,遺失卡,10,296054
202302,住,被竊卡,8,164941
202302,住,未達卡,0,0
202302,住,冒用申請卡,0,0
202302,住,偽卡,1,14
202302,住,MOTO / EC,1467,31445601
202302,住,其他,4,123202
202302,行,遺失卡,29,22720
202302,行,被竊卡,28,24358
202302,行,未達卡,0,0
202302,行,冒用申請卡,0,0
202302,行,偽卡,0,0
202302,行,MOTO / EC,2113,23027697
202302,行,其他,6,9965
202302,文教康樂,遺失卡,94,224457
202302,文教康樂,被竊卡,4,396212
202302,文教康樂,未達卡,0,0
202302,文教康樂,冒用申請卡,0,0
202302,文教康樂,偽卡,0,0
202302,文教康樂,MOTO / EC,20348,66275372
202302,文教康樂,其他,7,138090
202302,百貨,遺失卡,94,273224
202302,百貨,被竊卡,19,135142
202302,百貨,未達卡,0,0
202302,百貨,冒用申請卡,0,0
202302,百貨,偽卡,29,111293
202302,百貨,MOTO / EC,1671,16212581
202302,百貨,其他,9,100553
202302,其他,遺失卡,62,242588
202302,其他,被竊卡,7,132047
202302,其他,未達卡,0,0
202302,其他,冒用申請卡,0,0
202302,其他,偽卡,1,31
202302,其他,MOTO / EC,12395,101243926
202302,其他,其他,10,103944
202303,食,遺失卡,237,379422
202303,食,被竊卡,17,52201
202303,食,未達卡,0,0
202303,食,冒用申請卡,0,0
202303,食,偽卡,5,890
202303,食,MOTO / EC,2330,7511025
202303,食,其他,29,103685
202303,衣,遺失卡,7,7610
202303,衣,被竊卡,1,3000
202303,衣,未達卡,0,0
202303,衣,冒用申請卡,0,0
202303,衣,偽卡,1,38919
202303,衣,MOTO / EC,1352,15221368
202303,衣,其他,11,429167
202303,住,遺失卡,9,13617
202303,住,被竊卡,3,14966
202303,住,未達卡,0,0
202303,住,冒用申請卡,0,0
202303,住,偽卡,0,0
202303,住,MOTO / EC,1530,30732838
202303,住,其他,5,164194
202303,行,遺失卡,62,90588
202303,行,被竊卡,1,100
202303,行,未達卡,0,0
202303,行,冒用申請卡,0,0
202303,行,偽卡,16,36299
202303,行,MOTO / EC,2493,24717002
202303,行,其他,8,8874
202303,文教康樂,遺失卡,88,407031
202303,文教康樂,被竊卡,2,87088
202303,文教康樂,未達卡,0,0
202303,文教康樂,冒用申請卡,0,0
202303,文教康樂,偽卡,4,29535
202303,文教康樂,MOTO / EC,25692,71858949
202303,文教康樂,其他,19,138931
202303,百貨,遺失卡,88,419747
202303,百貨,被竊卡,15,86568
202303,百貨,未達卡,0,0
202303,百貨,冒用申請卡,0,0
202303,百貨,偽卡,23,59565
202303,百貨,MOTO / EC,1165,12787051
202303,百貨,其他,9,105224
202303,其他,遺失卡,40,352157
202303,其他,被竊卡,26,244771
202303,其他,未達卡,0,0
202303,其他,冒用申請卡,0,0
202303,其他,偽卡,10,24437
202303,其他,MOTO / EC,16680,93377963
202303,其他,其他,14,70047
202304,食,遺失卡,101,277182
202304,食,被竊卡,23,41604
202304,食,未達卡,3,2800
202304,食,冒用申請卡,0,0
202304,食,偽卡,0,0
202304,食,MOTO / EC,1343,4422456
202304,食,其他,19,147900
202304,衣,遺失卡,16,137975
202304,衣,被竊卡,9,224162
202304,衣,未達卡,0,0
202304,衣,冒用申請卡,0,0
202304,衣,偽卡,0,0
202304,衣,MOTO / EC,767,10780118
202304,衣,其他,6,103337
202304,住,遺失卡,12,115074
202304,住,被竊卡,8,397241
202304,住,未達卡,0,0
202304,住,冒用申請卡,0,0
202304,住,偽卡,0,0
202304,住,MOTO / EC,1064,29535382
202304,住,其他,4,52136
202304,行,遺失卡,20,109708
202304,行,被竊卡,38,64394
202304,行,未達卡,0,0
202304,行,冒用申請卡,0,0
202304,行,偽卡,0,0
202304,行,MOTO / EC,2097,23939566
202304,行,其他,19,5407
202304,文教康樂,遺失卡,61,730304
202304,文教康樂,被竊卡,6,192610
202304,文教康樂,未達卡,0,0
202304,文教康樂,冒用申請卡,0,0
202304,文教康樂,偽卡,0,0
202304,文教康樂,MOTO / EC,23034,65583522
202304,文教康樂,其他,70,248518
202304,百貨,遺失卡,89,222470
202304,百貨,被竊卡,10,67314
202304,百貨,未達卡,0,0
202304,百貨,冒用申請卡,0,0
202304,百貨,偽卡,3,11594
202304,百貨,MOTO / EC,910,7107210
202304,百貨,其他,7,7889
202304,其他,遺失卡,27,290362
202304,其他,被竊卡,22,325285
202304,其他,未達卡,0,0
202304,其他,冒用申請卡,0,0
202304,其他,偽卡,0,0
202304,其他,MOTO / EC,15038,66374608
202304,其他,其他,10,128369
202305,食,遺失卡,115,829553
202305,食,被竊卡,25,10503
202305,食,未達卡,0,0
202305,食,冒用申請卡,0,0
202305,食,偽卡,1,12345
202305,食,MOTO / EC,1895,6053753
202305,食,其他,16,206443
202305,衣,遺失卡,14,134293
202305,衣,被竊卡,10,248154
202305,衣,未達卡,0,0
202305,衣,冒用申請卡,0,0
202305,衣,偽卡,0,0
202305,衣,MOTO / EC,1063,12875590
202305,衣,其他,4,12864
202305,住,遺失卡,8,253493
202305,住,被竊卡,2,46038
202305,住,未達卡,0,0
202305,住,冒用申請卡,0,0
202305,住,偽卡,0,0
202305,住,MOTO / EC,1577,44424078
202305,住,其他,8,128349
202305,行,遺失卡,24,13014
202305,行,被竊卡,15,9790
202305,行,未達卡,0,0
202305,行,冒用申請卡,0,0
202305,行,偽卡,0,0
202305,行,MOTO / EC,2909,30332336
202305,行,其他,10,32777
202305,文教康樂,遺失卡,25,641336
202305,文教康樂,被竊卡,16,68197
202305,文教康樂,未達卡,0,0
202305,文教康樂,冒用申請卡,0,0
202305,文教康樂,偽卡,3,372432
202305,文教康樂,MOTO / EC,26953,77121670
202305,文教康樂,其他,24,52998
202305,百貨,遺失卡,71,432776
202305,百貨,被竊卡,36,270267
202305,百貨,未達卡,0,0
202305,百貨,冒用申請卡,0,0
202305,百貨,偽卡,0,0
202305,百貨,MOTO / EC,1566,14855436
202305,百貨,其他,9,19363
202305,其他,遺失卡,48,823973
202305,其他,被竊卡,14,256093
202305,其他,未達卡,0,0
202305,其他,冒用申請卡,0,0
202305,其他,偽卡,11,72338
202305,其他,MOTO / EC,16865,78144786
202305,其他,其他,21,354762
202306,食,遺失卡,142,323123
202306,食,被竊卡,47,105639
202306,食,未達卡,0,0
202306,食,冒用申請卡,4,1217
202306,食,偽卡,10,7602
202306,食,MOTO / EC,1492,4263519
202306,食,其他,58,174687
202306,衣,遺失卡,15,113229
202306,衣,被竊卡,5,88586
202306,衣,未達卡,0,0
202306,衣,冒用申請卡,0,0
202306,衣,偽卡,0,0
202306,衣,MOTO / EC,1141,14188243
202306,衣,其他,1,651
202306,住,遺失卡,15,47963
202306,住,被竊卡,1,1350
202306,住,未達卡,0,0
202306,住,冒用申請卡,0,0
202306,住,偽卡,0,0
202306,住,MOTO / EC,1302,31309381
202306,住,其他,5,42227
202306,行,遺失卡,32,84342
202306,行,被竊卡,10,96705
202306,行,未達卡,0,0
202306,行,冒用申請卡,4,1329
202306,行,偽卡,16,58476
202306,行,MOTO / EC,2682,30356054
202306,行,其他,6,3445
202306,文教康樂,遺失卡,21,1172192
202306,文教康樂,被竊卡,10,435041
202306,文教康樂,未達卡,0,0
202306,文教康樂,冒用申請卡,0,0
202306,文教康樂,偽卡,1,7990
202306,文教康樂,MOTO / EC,19596,63329294
202306,文教康樂,其他,11,11872
202306,百貨,遺失卡,77,513808
202306,百貨,被竊卡,40,182189
202306,百貨,未達卡,0,0
202306,百貨,冒用申請卡,0,0
202306,百貨,偽卡,12,18702
202306,百貨,MOTO / EC,1404,21160723
202306,百貨,其他,6,40162
202306,其他,遺失卡,48,981056
202306,其他,被竊卡,20,78080
202306,其他,未達卡,0,0
202306,其他,冒用申請卡,0,0
202306,其他,偽卡,22,14371
202306,其他,MOTO / EC,14562,66103165
202306,其他,其他,17,184637
202307,食,遺失卡,120,471683
202307,食,被竊卡,69,112744
202307,食,未達卡,0,0
202307,食,冒用申請卡,1,450
202307,食,偽卡,20,14821
202307,食,MOTO / EC,1966,8550877
202307,食,其他,12,56305
202307,衣,遺失卡,13,75634
202307,衣,被竊卡,15,60733
202307,衣,未達卡,0,0
202307,衣,冒用申請卡,0,0
202307,衣,偽卡,2,9134
202307,衣,MOTO / EC,1147,16507153
202307,衣,其他,0,0
202307,住,遺失卡,21,274945
202307,住,被竊卡,9,293150
202307,住,未達卡,0,0
202307,住,冒用申請卡,0,0
202307,住,偽卡,0,0
202307,住,MOTO / EC,1500,37917052
202307,住,其他,1,593
202307,行,遺失卡,51,96628
202307,行,被竊卡,17,6699
202307,行,未達卡,0,0
202307,行,冒用申請卡,0,0
202307,行,偽卡,7,2063
202307,行,MOTO / EC,2691,32861098
202307,行,其他,7,2613
202307,文教康樂,遺失卡,78,337214
202307,文教康樂,被竊卡,23,264244
202307,文教康樂,未達卡,0,0
202307,文教康樂,冒用申請卡,0,0
202307,文教康樂,偽卡,9,167
202307,文教康樂,MOTO / EC,22393,71285535
202307,文教康樂,其他,3,1528
202307,百貨,遺失卡,75,489912
202307,百貨,被竊卡,40,387179
202307,百貨,未達卡,0,0
202307,百貨,冒用申請卡,0,0
202307,百貨,偽卡,0,0
202307,百貨,MOTO / EC,2132,22506408
202307,百貨,其他,2,1202
202307,其他,遺失卡,36,446196
202307,其他,被竊卡,50,278683
202307,其他,未達卡,0,0
202307,其他,冒用申請卡,4,21472
202307,其他,偽卡,1,704
202307,其他,MOTO / EC,19933,72289090
202307,其他,其他,4,12026
202308,食,遺失卡,209,536132
202308,食,被竊卡,22,27173
202308,食,未達卡,0,0
202308,食,冒用申請卡,0,0
202308,食,偽卡,15,17631
202308,食,MOTO / EC,2637,16609274
202308,食,其他,31,53981
202308,衣,遺失卡,39,310824
202308,衣,被竊卡,1,7800
202308,衣,未達卡,0,0
202308,衣,冒用申請卡,0,0
202308,衣,偽卡,1,2135
202308,衣,MOTO / EC,1645,20740717
202308,衣,其他,4,183193
202308,住,遺失卡,71,125092
202308,住,被竊卡,1,384
202308,住,未達卡,0,0
202308,住,冒用申請卡,0,0
202308,住,偽卡,0,0
202308,住,MOTO / EC,1472,38358948
202308,住,其他,9,114599
202308,行,遺失卡,80,161569
202308,行,被竊卡,3,1278
202308,行,未達卡,0,0
202308,行,冒用申請卡,0,0
202308,行,偽卡,0,0
202308,行,MOTO / EC,2820,31516205
202308,行,其他,13,8806
202308,文教康樂,遺失卡,39,207652
202308,文教康樂,被竊卡,20,415574
202308,文教康樂,未達卡,0,0
202308,文教康樂,冒用申請卡,0,0
202308,文教康樂,偽卡,3,6062
202308,文教康樂,MOTO / EC,27003,91944235
202308,文教康樂,其他,29,203707
202308,百貨,遺失卡,95,746339
202308,百貨,被竊卡,11,192664
202308,百貨,未達卡,0,0
202308,百貨,冒用申請卡,0,0
202308,百貨,偽卡,6,11701
202308,百貨,MOTO / EC,5291,22283639
202308,百貨,其他,31,136760
202308,其他,遺失卡,85,782916
202308,其他,被竊卡,5,120917
202308,其他,未達卡,0,0
202308,其他,冒用申請卡,0,0
202308,其他,偽卡,5,59130
202308,其他,MOTO / EC,26587,110148456
202308,其他,其他,10,35715
202309,食,遺失卡,52,403069
202309,食,被竊卡,29,339617
202309,食,未達卡,0,0
202309,食,冒用申請卡,0,0
202309,食,偽卡,1,1864
202309,食,MOTO / EC,2220,11895477
202309,食,其他,55,47612
202309,衣,遺失卡,5,55615
202309,衣,被竊卡,5,128453
202309,衣,未達卡,0,0
202309,衣,冒用申請卡,0,0
202309,衣,偽卡,0,0
202309,衣,MOTO / EC,1856,22614928
202309,衣,其他,0,0
202309,住,遺失卡,12,239669
202309,住,被竊卡,7,241306
202309,住,未達卡,0,0
202309,住,冒用申請卡,0,0
202309,住,偽卡,5,12767
202309,住,MOTO / EC,1400,40650634
202309,住,其他,1,32667
202309,行,遺失卡,11,14752
202309,行,被竊卡,24,42338
202309,行,未達卡,0,0
202309,行,冒用申請卡,0,0
202309,行,偽卡,0,0
202309,行,MOTO / EC,2501,29505128
202309,行,其他,4,1505
202309,文教康樂,遺失卡,39,761722
202309,文教康樂,被竊卡,14,681705
202309,文教康樂,未達卡,0,0
202309,文教康樂,冒用申請卡,0,0
202309,文教康樂,偽卡,0,0
202309,文教康樂,MOTO / EC,20171,81162824
202309,文教康樂,其他,5,12593
202309,百貨,遺失卡,33,313757
202309,百貨,被竊卡,41,353962
202309,百貨,未達卡,0,0
202309,百貨,冒用申請卡,0,0
202309,百貨,偽卡,7,13853
202309,百貨,MOTO / EC,2461,26015288
202309,百貨,其他,3,8550
202309,其他,遺失卡,44,621259
202309,其他,被竊卡,20,486098
202309,其他,未達卡,0,0
202309,其他,冒用申請卡,0,0
202309,其他,偽卡,5,75
202309,其他,MOTO / EC,19423,82228128
202309,其他,其他,4,7816
202310,食,遺失卡,287,510961
202310,食,被竊卡,65,325676
202310,食,未達卡,13,269
202310,食,冒用申請卡,0,0
202310,食,偽卡,26,29659
202310,食,MOTO / EC,1794,6091961
202310,食,其他,26,25780
202310,衣,遺失卡,22,188289
202310,衣,被竊卡,18,140000
202310,衣,未達卡,0,0
202310,衣,冒用申請卡,0,0
202310,衣,偽卡,0,0
202310,衣,MOTO / EC,875,13379479
202310,衣,其他,4,15594
202310,住,遺失卡,37,160442
202310,住,被竊卡,15,50365
202310,住,未達卡,1,30
202310,住,冒用申請卡,1,22370
202310,住,偽卡,6,12301
202310,住,MOTO / EC,1273,46538234
202310,住,其他,9,428255
202310,行,遺失卡,73,413200
202310,行,被竊卡,11,5501
202310,行,未達卡,2,10
202310,行,冒用申請卡,0,0
202310,行,偽卡,0,0
202310,行,MOTO / EC,3061,30302198
202310,行,其他,1,300
202310,文教康樂,遺失卡,151,370998
202310,文教康樂,被竊卡,16,52606
202310,文教康樂,未達卡,0,0
202310,文教康樂,冒用申請卡,1,22370
202310,文教康樂,偽卡,0,0
202310,文教康樂,MOTO / EC,22049,72347494
202310,文教康樂,其他,17,41434
202310,百貨,遺失卡,100,690815
202310,百貨,被竊卡,57,646019
202310,百貨,未達卡,2,38
202310,百貨,冒用申請卡,0,0
202310,百貨,偽卡,35,62449
202310,百貨,MOTO / EC,2523,17219664
202310,百貨,其他,11,101390
202310,其他,遺失卡,90,653495
202310,其他,被竊卡,30,760785
202310,其他,未達卡,0,0
202310,其他,冒用申請卡,4,22000
202310,其他,偽卡,43,135205
202310,其他,MOTO / EC,17192,76445924
202310,其他,其他,10,139829
202311,食,遺失卡,422,1450826
202311,食,被竊卡,24,384530
202311,食,未達卡,0,0
202311,食,冒用申請卡,0,0
202311,食,偽卡,1,41
202311,食,MOTO / EC,2664,13669951
202311,食,其他,3,6060
202311,衣,遺失卡,8,89434
202311,衣,被竊卡,2,10613
202311,衣,未達卡,0,0
202311,衣,冒用申請卡,0,0
202311,衣,偽卡,0,0
202311,衣,MOTO / EC,1194,18359528
202311,衣,其他,3,109379
202311,住,遺失卡,28,345135
202311,住,被竊卡,13,301533
202311,住,未達卡,0,0
202311,住,冒用申請卡,0,0
202311,住,偽卡,0,0
202311,住,MOTO / EC,1310,71933246
202311,住,其他,1,480
202311,行,遺失卡,45,41979
202311,行,被竊卡,17,311903
202311,行,未達卡,0,0
202311,行,冒用申請卡,0,0
202311,行,偽卡,1,1410
202311,行,MOTO / EC,5169,52116795
202311,行,其他,4,15564
202311,文教康樂,遺失卡,45,602588
202311,文教康樂,被竊卡,10,175354
202311,文教康樂,未達卡,0,0
202311,文教康樂,冒用申請卡,0,0
202311,文教康樂,偽卡,1,330
202311,文教康樂,MOTO / EC,23367,76949566
202311,文教康樂,其他,9,6458
202311,百貨,遺失卡,109,867013
202311,百貨,被竊卡,20,92834
202311,百貨,未達卡,0,0
202311,百貨,冒用申請卡,0,0
202311,百貨,偽卡,0,0
202311,百貨,MOTO / EC,4603,28324570
202311,百貨,其他,6,83565
202311,其他,遺失卡,90,741903
202311,其他,被竊卡,28,343555
202311,其他,未達卡,0,0
202311,其他,冒用申請卡,0,0
202311,其他,偽卡,14,53410
202311,其他,MOTO / EC,16863,89313379
202311,其他,其他,41,215594
202312,食,遺失卡,173,425748
202312,食,被竊卡,51,147867
202312,食,未達卡,0,0
202312,食,冒用申請卡,0,0
202312,食,偽卡,0,0
202312,食,MOTO / EC,2592,10818938
202312,食,其他,16,103980
202312,衣,遺失卡,27,399970
202312,衣,被竊卡,5,78398
202312,衣,未達卡,0,0
202312,衣,冒用申請卡,0,0
202312,衣,偽卡,0,0
202312,衣,MOTO / EC,2408,38051080
202312,衣,其他,2,167254
202312,住,遺失卡,11,114953
202312,住,被竊卡,5,22942
202312,住,未達卡,0,0
202312,住,冒用申請卡,0,0
202312,住,偽卡,0,0
202312,住,MOTO / EC,1720,46588337
202312,住,其他,3,39364
202312,行,遺失卡,73,137465
202312,行,被竊卡,7,91542
202312,行,未達卡,0,0
202312,行,冒用申請卡,0,0
202312,行,偽卡,9,38111
202312,行,MOTO / EC,4272,29029370
